Tags,Source,Info #,Material group,Material type,Manufacturer,Core (or Grain) size (nm),Hydrodynamic size (nm),Size distribution,Surface charge (mV),Surface Area (m^2/g),Shape,Assay method,Cell line (or type),Cell line species,IC origin,Exposure time,Dose (ug/ml),Toxicity value (%)
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,10,102.39
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,25,101.59
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,50,101.59
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,100,101.59
,article,22241734,Metal,Au,Sigma Aldrich,,89.39,,-23.39,,,MTT,NIH/3T3,Mouse,Embryo,24 h,150,101.59
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,96 h,0,100.341
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,96 h,40,45.804
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,96 h,200,35.534
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,96 h,400,25.352
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,72 h,0,100.367
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,72 h,40,58.817
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,72 h,200,39.173
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,72 h,400,28.191
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,48 h,0,3.288
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,48 h,40,6.259
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,48 h,200,10.381
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,48 h,400,18.702
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,24 h,0,99.825
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,24 h,40,92.544
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,24 h,200,87.632
,article,20521388,Carbon,MWCNT,NanoLab Inc.,,,,,,,MTT,NHDF,Human,Skin,24 h,400,78.421
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,96 h,0,95.362
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,96 h,10,93.485
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,96 h,50,85.731
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,96 h,100,55.169
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,96 h,500,27.044
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,72 h,0,95.268
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,72 h,10,94.104
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,72 h,50,90.537
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,72 h,100,71.02
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,72 h,500,50.138
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,48 h,0,97.605
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,48 h,10,97.079
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,48 h,50,92.368
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,48 h,100,81.951
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,48 h,500,63.259
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,24 h,0,97.788
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,24 h,10,97.867
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,24 h,50,96.031
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,24 h,100,92.595
,article,25996036,Carbon,Graphene,,189.5,,,,,Irregular,CCK-8,MDA-MB-231,Human,Breast,24 h,500,83.412
,article,24339894,Metal,Au,Self-synthesized,4,,,,,,MTT,hCMEC/D3,Human,Brain,24 h,4,
,article,24339894,Metal,Au,Self-synthesized,4,,,,,,MTT,hCMEC/D3,Human,Brain,24 h,8,
,article,24339894,Metal,Au,Self-synthesized,4,,,,,,MTT,hCMEC/D3,Human,Brain,24 h,16,
,article,24339894,Metal,Au,Self-synthesized,4,,,,,,MTT,hCMEC/D3,Human,Brain,24 h,32,
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,0,3.085
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,20,2.02
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,40,2.09
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,60,1.692
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,80,1.506
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,100,1.09
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,0,3.09
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,20,2.291
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,40,2.233
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,60,2.092
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,80,2.028
,article,23687445,Carbon,Graphene,Self-manufactured,,1970,,,,,WST,MCF-7,Human,Breast,24 h,100,1.792
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,0,1.086
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,1,1.382
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,5,3.375
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,10,4.263
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,20,4.421
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,40,5.961
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,0,1.618
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,1,1.5
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,5,1.576
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,10,1.613
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,20,2.709
,article,22640919,Carbon,MWCNT,,32,,,-9.8,106.7,Irregular,MTT,A549,Human,Lung,24 h,40,6.533
,article,23659652,Oxide,TiO2,,,634,,-9.45,17.94,,MTS,THP-1,Human,Blood,1 h,0,100
,article,23659652,Oxide,TiO2,,,634,,-9.45,17.94,,MTS,THP-1,Human,Blood,1 h,10,100
,article,23659652,Oxide,TiO2,,,634,,-9.45,17.94,,MTS,THP-1,Human,Blood,1 h,100,80
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,0,100
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,10000,94.32
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,20000,99.52
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,30000,97.45
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,50000,99.52
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,0,100
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,10000,100
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,20000,98.79
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,30000,100.32
,article,23642008,Metal,Au,,14.6,16.7,,-28.6,,,MTT,HCT-116,Human,Colon,48 h,50000,100
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,0,100
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,12.5,59.34
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,0,3
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,12.5,22
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,25,47
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,0,100
,article,23584723,Metal,Au,Sigma Aldrich,20,,,,,,Trypan blue,A549,Human,Bronchus,72 h,12.5,80.57
,article,23546384,Metal,Au,,16,300,,-20,,,LDH,HepG2,Human,Liver,24 h,0,100
,article,23546384,Metal,Au,,16,300,,-20,,,LDH,HepG2,Human,Liver,24 h,15,94.45
,article,23546384,Metal,Au,,16,300,,-20,,,LDH,HepG2,Human,Liver,24 h,30,98.72
,article,23546384,Metal,Au,,16,300,,-20,,,LDH,HepG2,Human,Liver,24 h,60,100.12
,article,23546384,Metal,Au,,16,300,,-20,,,LDH,HepG2,Human,Liver,24 h,120,103.42
,article,23546384,Metal,Au,,16,300,,-20,,,MTT,HepG2,Human,Liver,24 h,0,100
,article,23546384,Metal,Au,,16,300,,-20,,,MTT,HepG2,Human,Liver,24 h,15,100
,article,23546384,Metal,Au,,16,300,,-20,,,MTT,HepG2,Human,Liver,24 h,30,102.35
,article,23546384,Metal,Au,,16,300,,-20,,,MTT,HepG2,Human,Liver,24 h,60,90.25
,article,23546384,Metal,Au,,16,300,,-20,,,MTT,HepG2,Human,Liver,24 h,120,93.57
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,,,,,,,
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,,,,,,,
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,0,101.28
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,0.001,102.24
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,0.01,101.28
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,0.1,96.48
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,1,98.4
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,10,97.92
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,Alamar blue,A549,Human,Lung,24 h,100,99.36
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,,,,,,,
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,,,,,,,
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,,,,,,,
,article,23103338,Oxide,SiO2,,50,79,,-13.2,108.3,,,,,,,,
,article,23070238,Metal,Au,,14,28.2,,-15,,,CCK-8,RAW 264.7,Mouse,Blood,72 h,0,100.1
,article,23070238,Metal,Au,,14,28.2,,-15,,,CCK-8,RAW 264.7,Mouse,Blood,72 h,10,104.45
,article,23070238,Metal,Au,,14,28.2,,-15,,,CCK-8,RAW 264.7,Mouse,Blood,72 h,40,108.8
,article,23070238,Metal,Au,,14,28.2,,-15,,,CCK-8,RAW 264.7,Mouse,Blood,72 h,60,108.08
,article,23070238,Metal,Au,,14,28.2,,-15,,,CCK-8,RAW 264.7,Mouse,Blood,72 h,80,102.28
,article,23046978,Oxide,SiO2,NANOSHELL LLC,27.28,148.14,,,,,,,,,,,
,article,23046978,Oxide,SiO2,NANOSHELL LLC,27.28,148.14,,,,,,,,,,,
,article,23046978,Oxide,SiO2,NANOSHELL LLC,27.28,148.14,,,,,,,,,,,
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,0,100
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,0.1,69.57
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,0.5,70.29
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,1,67.39
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,50,51.45
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,0,100
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,0.1,70.5
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,0.5,70.5
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,1,65.47
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,50,62.59
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,0,100
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,0.1,73.76
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,1,70.21
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,PBMC,Human,Peripheral blood,24 h,50,63.12
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,0,98.41
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,0.1,80.16
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,0.5,73.81
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,1,75.4
,article,23046612,Metal,Au,,,10.1,,-1.2,,,MTT,HepG2,Human,Liver,24 h,50,73.81
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,U373,Human,Brain,48 h,0,0
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,U373,Human,Brain,48 h,5,350000
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,U373,Human,Brain,48 h,20,134200
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,U373,Human,Brain,48 h,2.5,101.0101
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,U373,Human,Brain,48 h,10,84.0404
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,U373,Human,Brain,48 h,40,36.7677
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,C6,Rat,Brain,48 h,0,2285
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,C6,Rat,Brain,48 h,5,32000
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,C6,Rat,Brain,48 h,20,283430
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,C6,Rat,Brain,48 h,2.5,87.6768
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,C6,Rat,Brain,48 h,10,61.8182
,article,23044362,Oxide,TiO2,,120,421,,-6.98,46.85,,Crystal Violet,C6,Rat,Brain,48 h,40,35.9596
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,0,99.03
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,15,92.23
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,30,92.75
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,45,86.99
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,0,99.56
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,15,85.41
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,30,54
,article,23035412,QD,QD,,3.8,,,,,,MTT,HEK-293,Human,Kidney,36 h,45,25.15
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,0.6,102
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,1,100
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,2.5,104
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,5,102
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,10,104
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,19.5,103
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,39,103
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,78,105
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,156,107
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,312.5,113
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,0.6,89
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,1,87
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,2.5,78
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,5,70
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,10,56
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,19.5,48
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,39,36
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,78,26
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,156,23
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,312.5,24
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,0.6,101
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,1,102
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,2.5,103
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,5,105
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,10,104
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,19.5,103
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,39,103
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,78,102
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,156,103
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549/THP-1,Human,Bronchus,6 h,312.5,104
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,0.6,95
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,1,89
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,2.5,82
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,5,70
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,10,63
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,19.5,61
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,39,46
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,78,31
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,156,18
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,THP-1,Human,Macrophage,6 h,312.5,14
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,0.6,98
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,1,98
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,2.5,93
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,5,95
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,10,95
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,19.5,94
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,39,97
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,78,95
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,156,97
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,312.5,92
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,0.6,98
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,1,96
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,2.5,97
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,5,96
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,10,95
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,19.5,94
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,39,95
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,78,94
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,156,89
,article,23020093,Oxide,SiO2,Sigma Aldrich,10,477.5,,,640,Sphere,Alamar blue,A549,Human,Bronchus,6 h,312.5,90
,article,23009365,Oxide,ZnO,,135,306,,,14,,WST,C3A,Human,Liver,24 h,0,100
,article,23009365,Oxide,ZnO,,135,306,,,14,,WST,C3A,Human,Liver,24 h,0.16,100
,article,23009365,Oxide,ZnO,,135,306,,,14,,WST,C3A,Human,Liver,24 h,0.31,100
,article,23009365,Oxide,ZnO,,135,306,,,14,,WST,C3A,Human,Liver,24 h,0.63,98.72
,article,23009365,Oxide,ZnO,,135,306,,,14,,WST,C3A,Human,Liver,24 h,1.25,99.36
,article,23009365,Oxide,ZnO,,135,306,,,14,,WST,C3A,Human,Liver,24 h,2.5,89.09
